year,city_name,id_city,city_population,cpi,rev_total,rev_general,intergovt_rev,igr_federal,igr_state,own_source_rev,taxes,tax_property,tax_sales_grossrec,tax_sales_general,tax_sales_selectiv,tax_sales_motofuel,tax_sales_alcohol,tax_sales_tobacco,tax_sales_utility,tax_sales_other,tax_income_indiv,tax_income_corp,tax_motor_vehicle,tax_other,charges_misc_rev,charges,chg_educ,chg_higher_ed,chg_school_lunch,chg_hospitals,chg_highways,chg_air_transit,chg_parking,chg_seaport,chg_nat_resources,chg_parks_rec,chg_hous_commdev,chg_sewers,chg_waste_mgmt,chg_other,misc_general_rev,misc_interest,misc_fines_fees,misc_spec_assess,misc_property_sale,misc_other,rev_utility,rev_utility_water,rev_utility_elec,rev_utility_gas,rev_utility_transit,rev_liquor_store,rev_empl_retire_tr,spending_direct,spending_general,education_services,education,educ_higher,educ_elem_sec,libraries,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,hospitals,health,transportation,highways,air_transit,parking,seaport,public_safety,police,fire,correction,inspection,envir_housing,natural_resources,parks_recreation,housing_commdevt,sewerage,waste_mgmt,administration,admin_financial,admin_judicial,public_buildings,admin_other,interest_general,misc,commercial_activ,other_gen_spending,spending_utility,utility_water,utility_elec,utility_gas,utility_transit,spend_liquor_store,sp_empl_retire_tr,spending_total,spend_intergovt,spend_current_ops,spend_capital,capital_construct,capital_other_dir,spend_assistance,spend_debtinterest,spend_insurance,salaries_wages,capital_general,capital_education,capital_higher_ed,capital_elem_ed,capital_hospitals,capital_highways,capital_correction,capital_nat_res,capital_parks_rec,capital_sewers,capital_waste_mgmt,capital_other_gen,capital_utility,debt_outstanding,debt_short_term,debt_long_term,debt_private_purp,debt_issued,debt_retired,cash_holdings,cash_empl_retire,cash_other,cash_other_offsets,cash_other_bonds,cash_other_other,county_name,id_county,county_population,relationship_city_school,enrollment,districts_in_city,consolidated_govt,state
2008,an for Cities,-1.0,223762,1.114741,5947.43,5178.02,1821.72,270.9,1538.78,3066.54,1889.05,1280.98,412.59,234.74,104.96,0.0,0.0,0.0,51.98,31.11,0.0,0.0,0.13,74.06,1181.84,733.2,34.96,0.0,16.48,0.0,2.04,56.4,10.68,0.0,0.0,27.7,16.44,180.27,60.23,130.76,376.76,163.9,30.81,7.52,5.46,135.2,251.26,182.05,0.0,0.0,13.28,0.0,0.0,6125.49,5059.01,1827.44,1785.01,0.0,1780.56,41.5,287.15,67.9,0.0,0.0,53.7,0.0,100.13,340.58,203.83,78.27,7.92,0.0,688.75,368.62,192.26,89.21,19.17,724.44,2.64,161.05,187.32,200.88,84.71,276.55,61.8,74.82,34.12,64.71,195.44,300.77,0.0,295.9,453.04,223.53,0.0,0.0,85.7,0.0,108.1,6137.21,11.66,4568.51,874.77,684.54,152.77,0.0,238.51,108.1,2105.84,673.41,179.28,0.0,177.05,0.0,70.01,0.57,0.0,28.6,74.16,2.67,245.61,103.58,5937.87,8.39,5935.63,517.74,709.45,488.17,5871.35,1545.06,3842.22,752.58,600.09,1905.38,,,582094.0,,33115.0,,,Me
2009,an for Cities,-1.0,223266,1.118721,5501.37,5226.25,1835.22,275.14,1552.44,3088.87,1949.61,1305.7,378.09,232.02,110.96,0.0,0.0,0.0,53.96,28.95,0.0,0.0,0.4,63.56,1159.12,761.88,36.06,0.0,15.66,0.0,2.46,55.0,10.57,0.0,0.0,28.95,16.39,202.15,60.01,131.42,331.77,125.63,32.03,5.59,3.64,137.61,258.79,185.56,0.0,0.0,13.02,0.0,-192.62,6428.0,5326.23,1833.33,1790.37,0.0,1790.1,43.32,304.71,73.04,0.0,0.0,57.72,0.0,101.42,357.31,219.81,83.46,9.14,0.0,689.42,362.7,197.99,96.17,18.92,764.48,3.75,165.38,203.06,221.98,88.69,277.57,65.16,79.32,35.0,67.62,202.46,331.59,0.0,320.81,413.87,218.57,0.0,0.0,102.61,0.0,114.69,6506.36,9.9,4838.63,905.87,708.84,153.04,0.0,245.11,114.69,2147.77,740.32,180.6,0.0,172.68,0.0,76.45,0.61,0.0,27.13,71.92,2.36,239.72,99.99,6706.96,9.95,6706.45,554.38,730.76,480.23,5547.68,1179.53,4067.81,918.34,549.91,1824.9,,,588510.0,,33050.0,,,Me
2010,an for Cities,-1.0,226231,1.100667,6028.38,5057.35,1851.9,305.09,1478.58,2995.26,1877.76,1314.21,354.76,211.24,98.35,0.0,0.0,0.0,52.54,29.16,0.0,0.0,0.11,60.35,1097.4,793.61,33.37,0.0,14.02,0.0,2.65,52.76,10.68,0.0,0.0,27.63,17.91,201.89,60.57,122.4,303.49,82.85,30.2,7.3,3.89,137.02,252.26,189.41,0.0,0.0,13.24,0.0,119.83,6207.31,5169.65,1790.98,1738.13,0.0,1731.77,42.0,317.29,67.86,0.0,0.0,55.06,0.0,104.69,364.51,211.08,86.58,9.21,0.0,688.46,367.48,192.88,94.03,17.95,760.8,3.71,161.29,204.58,210.31,84.61,267.05,63.76,80.19,32.91,71.18,208.72,299.15,0.0,299.15,418.26,220.68,0.0,0.0,89.45,0.0,126.12,6218.86,10.1,4682.02,877.33,702.17,144.24,0.0,261.49,126.12,2115.19,746.86,148.74,0.0,144.18,0.0,77.66,0.35,0.01,23.38,71.05,1.51,232.17,94.74,6763.05,13.56,6713.98,530.7,777.36,591.99,5610.72,1267.54,3722.94,1002.71,524.64,1759.13,,,597748.0,,32934.0,,,Me
2011,an for Cities,-1.0,230791,1.066987,5892.64,5047.68,1876.07,314.16,1494.91,2960.41,1843.82,1223.33,355.71,216.89,99.72,0.0,0.0,0.0,51.51,28.53,0.0,0.0,0.35,54.91,1084.91,764.52,31.41,0.0,12.9,0.0,2.11,56.59,10.24,0.0,0.0,26.78,16.76,206.96,63.69,127.21,280.28,73.84,31.38,7.17,3.69,132.2,258.04,193.83,0.0,0.0,14.18,0.0,155.79,5988.25,4903.45,1750.94,1721.96,0.0,1692.4,40.35,275.96,61.03,0.0,0.0,50.73,0.0,108.36,325.67,197.84,73.1,7.2,0.0,678.72,355.68,193.42,87.3,17.32,732.58,3.75,155.12,225.73,214.03,81.19,248.66,57.13,72.52,29.65,63.18,211.35,280.9,0.0,277.45,434.41,211.07,0.0,0.0,96.2,0.0,129.18,6036.41,11.56,4531.88,805.14,617.73,142.91,0.0,263.14,129.18,2036.73,663.44,146.55,0.0,142.03,0.0,79.5,0.18,0.01,23.75,67.37,1.33,211.93,107.92,6847.38,10.38,6701.9,491.01,763.32,582.78,5678.45,1380.52,3755.02,844.95,515.5,1867.03,,,602912.0,,32934.0,,,Me
2012,an for Cities,-1.0,234071,1.045354,5706.96,4952.14,1770.9,318.7,1461.58,2899.39,1860.81,1218.84,362.36,223.54,104.72,0.0,0.0,0.0,49.75,31.0,0.0,0.0,0.37,54.29,1071.9,769.68,31.62,0.0,11.92,0.0,2.34,57.15,10.22,0.0,0.0,28.82,16.18,206.63,68.55,125.65,268.41,53.79,29.31,7.14,4.59,123.75,274.48,205.26,0.0,0.0,14.43,0.0,42.95,5795.07,4692.46,1672.29,1623.59,0.0,1621.65,37.55,261.08,57.83,0.0,0.0,49.38,0.0,93.61,316.04,209.85,69.71,7.29,0.0,654.87,361.5,187.17,86.46,17.19,720.93,4.37,137.87,207.24,207.53,81.9,261.9,54.65,68.76,32.91,65.41,203.08,261.74,0.0,258.61,418.88,209.0,0.0,0.0,101.66,0.0,126.92,5819.21,8.73,4498.98,754.28,601.89,113.93,0.0,252.89,126.92,1963.54,613.67,136.13,0.0,133.24,0.0,77.86,0.37,0.0,19.97,64.17,1.86,194.69,103.33,6449.57,9.11,6276.93,444.58,654.79,687.63,5500.08,1425.97,3833.74,819.48,395.1,1950.59,,,608174.0,,32022.0,,,Me
2013,an for Cities,-1.0,239843,1.030263,5804.1,4951.25,1742.63,301.25,1450.49,2890.94,1819.68,1213.3,377.38,236.26,101.92,0.0,0.0,0.0,51.11,28.84,0.0,0.0,0.38,57.05,1071.38,775.39,31.69,0.0,11.06,0.0,1.7,54.83,10.05,0.0,0.0,28.16,18.56,213.11,64.64,132.06,273.63,50.79,29.53,8.2,4.54,124.42,280.77,215.04,0.0,0.0,14.84,0.0,170.36,5610.23,4687.53,1626.99,1582.45,0.0,1575.64,38.71,266.74,47.94,0.0,0.0,32.11,0.0,86.56,309.05,198.94,67.94,6.43,0.0,643.13,351.95,189.47,82.7,16.94,705.89,4.88,136.35,199.18,208.54,81.15,245.85,55.26,70.78,29.13,66.2,204.52,259.27,0.0,246.63,430.19,221.22,0.0,0.0,96.85,0.0,117.99,5612.8,7.94,4422.49,727.07,567.36,113.32,0.0,257.52,117.99,1953.29,572.8,117.68,0.0,114.9,0.0,65.92,0.21,0.0,18.02,68.26,2.03,168.95,95.56,6059.71,5.59,5916.26,420.89,620.41,676.23,5557.77,1339.52,3742.09,907.53,417.5,2020.89,,,614962.0,,32022.0,,,Me
2014,an for Cities,-1.0,243046,1.013817,5763.18,4972.36,1685.58,279.62,1429.64,2867.19,1818.31,1217.19,391.98,237.78,113.27,0.0,0.0,0.0,51.48,31.28,0.0,0.0,0.4,59.03,1090.94,777.37,29.49,0.0,10.56,0.0,2.1,57.48,10.17,0.0,0.0,28.84,17.53,218.96,65.93,128.94,263.01,50.74,27.94,8.97,4.92,120.78,267.16,205.49,0.0,0.0,15.82,0.0,247.51,5576.89,4662.01,1602.44,1566.07,0.0,1546.61,38.99,299.07,50.51,0.0,0.0,35.65,0.0,88.32,329.78,213.18,65.43,6.82,0.0,665.82,352.34,194.79,85.57,16.91,683.17,4.23,135.99,193.18,211.7,77.95,245.79,55.12,71.23,28.36,63.44,201.31,260.43,0.0,257.04,390.7,207.73,0.0,0.0,90.94,0.0,125.46,5662.82,7.82,4378.23,703.47,573.21,105.73,0.0,249.11,125.46,1563.4,565.16,115.48,0.0,113.81,0.0,77.53,0.21,0.01,18.71,62.19,1.13,179.92,99.77,5883.52,2.06,5701.68,407.12,543.33,570.82,5638.29,1491.32,3708.38,823.29,417.67,2091.77,,,623457.0,,32229.0,,,Me
2015,an for Cities,-1.0,245584,1.012615,5696.94,4971.63,1720.34,255.39,1428.4,2968.0,1889.83,1244.85,417.24,256.3,122.57,0.0,0.0,0.0,52.44,35.4,0.0,0.0,0.69,59.21,1105.12,814.54,27.33,0.0,9.23,0.0,3.04,59.63,10.73,0.0,0.0,29.89,17.93,226.07,67.03,136.93,254.29,47.25,26.28,11.34,3.7,117.21,267.37,204.71,0.0,0.0,15.12,0.0,104.7,5797.53,4734.22,1666.44,1633.78,0.0,1598.07,39.56,296.45,50.25,0.0,0.0,34.16,0.0,89.47,338.01,210.57,65.43,7.71,0.0,669.23,361.63,191.85,82.33,15.74,705.65,4.87,145.44,187.08,218.4,78.88,245.31,55.76,70.02,29.21,63.53,197.2,278.78,0.0,267.86,414.11,224.28,0.0,0.0,88.24,0.0,121.07,5801.0,7.01,4510.14,721.29,587.99,102.53,0.0,244.93,121.07,1549.27,562.95,114.64,0.0,114.62,0.0,68.24,0.2,0.01,18.76,68.84,1.18,166.66,122.13,5922.05,1.6,5869.59,355.98,720.83,716.47,5747.68,1516.51,3816.42,725.87,385.23,2246.95,,,630413.0,,33222.0,,,Me
2016,an for Cities,-1.0,247745,1.0,5692.52,5029.72,1727.13,250.92,1406.44,2956.52,1943.01,1253.29,422.58,266.0,119.22,0.0,0.0,0.0,50.15,37.6,0.0,0.0,0.4,64.59,1088.06,821.1,27.82,0.0,8.59,0.0,2.81,56.29,10.96,0.0,0.0,28.31,17.34,228.29,69.74,133.58,256.1,33.73,25.63,11.05,4.87,140.05,263.48,209.6,0.0,0.0,13.88,0.0,16.85,5761.84,4755.63,1703.89,1670.5,0.0,1647.15,37.58,296.4,49.31,0.0,0.0,39.03,0.0,90.36,347.71,210.76,78.25,8.98,0.0,688.7,372.48,195.26,83.24,16.9,715.76,4.94,146.72,181.13,225.14,79.91,244.13,54.67,76.61,23.73,66.38,188.17,277.98,0.0,251.07,447.28,224.95,0.0,0.0,99.42,0.0,130.0,5804.14,10.21,4511.8,711.6,596.49,120.46,0.0,226.37,130.0,1563.53,576.43,129.43,0.0,129.43,0.0,68.97,0.13,0.0,20.41,66.36,1.66,176.69,116.76,6177.6,2.24,6174.53,333.76,695.01,677.82,5807.97,1441.03,3900.45,621.07,394.29,2262.3,,,633519.0,,33222.0,,,Me
2002,Charlotte,342060001.0,591176,1.334113,6351.45,6153.99,1690.0,235.64,1454.36,4463.98,2089.8,1599.97,336.45,272.67,63.78,0.0,3.12,0.0,0.0,60.66,0.0,0.0,26.88,126.5,2374.18,1723.26,87.1,30.99,36.96,1004.99,0.0,206.85,7.91,0.0,0.0,4.3,13.78,241.41,34.6,122.33,650.92,155.82,0.0,0.0,39.77,455.32,123.71,103.46,0.0,0.0,20.25,88.89,-15.14,6693.33,6004.49,1924.13,1877.27,159.22,1718.05,46.86,1591.15,276.78,143.67,32.85,100.26,1092.5,221.87,448.39,216.65,230.23,1.51,0.0,637.05,339.92,139.08,128.62,29.43,668.78,86.04,199.56,191.9,100.05,91.22,153.29,27.05,12.38,47.56,66.31,298.2,283.51,1.97,281.54,580.39,349.44,0.0,0.0,230.95,77.13,31.32,6761.85,68.52,4754.15,1416.72,1214.65,202.07,143.67,347.47,31.32,2567.55,1098.27,374.98,26.24,348.74,51.11,110.51,17.17,48.69,141.12,0.0,5.93,348.77,318.45,8148.22,0.0,8148.22,180.99,1141.58,641.13,5032.85,504.67,4528.18,445.84,1045.43,3036.91,Mecklenburg,341060060.0,720171.0,5.0,88100.0,,0.0,NC
2003,Charlotte,342060001.0,601869,1.304386,6791.58,6543.8,1862.63,251.05,1611.58,4681.17,2064.63,1578.15,329.25,265.71,63.54,0.0,3.17,0.0,0.0,60.37,0.0,0.0,26.57,130.66,2616.54,1878.9,92.77,36.04,35.25,1194.78,0.0,175.86,6.02,0.0,0.0,4.53,13.41,234.38,38.65,118.49,737.63,130.92,0.0,0.0,26.51,580.21,127.63,105.86,0.0,0.0,21.77,89.55,30.61,6514.66,5845.62,1875.83,1818.51,151.9,1666.62,57.32,1619.4,268.09,143.79,31.74,92.56,1140.53,210.77,356.48,202.67,152.29,1.52,0.0,606.92,322.28,149.89,109.25,25.5,702.54,84.11,210.95,200.54,111.39,95.55,147.57,25.85,15.79,40.84,65.09,225.89,311.0,1.26,309.74,560.22,296.61,0.0,0.0,263.62,77.22,31.6,6590.7,76.04,4778.21,1279.45,1004.61,274.85,143.79,281.61,31.6,2735.22,997.84,295.6,16.91,278.7,91.0,105.21,0.39,50.87,142.6,7.39,2.33,302.46,281.61,8508.72,0.0,8508.72,153.45,1506.47,838.36,5146.99,492.77,4654.22,390.15,1150.8,3113.28,Mecklenburg,341060060.0,736422.0,5.0,90822.0,,0.0,NC
2004,Charlotte,342060001.0,613674,1.270551,6611.39,6289.36,1684.11,232.0,1452.11,4605.25,2141.64,1605.42,379.51,310.79,68.72,0.0,6.66,0.0,0.0,62.06,0.0,0.0,25.51,131.2,2463.61,1803.94,97.73,41.41,34.97,1129.34,0.0,151.1,6.2,0.0,0.0,4.43,12.57,240.83,38.45,123.29,659.67,155.02,0.0,2.79,19.37,482.49,133.43,110.51,0.0,0.0,22.92,91.5,97.11,6914.76,6046.4,1862.25,1797.48,195.89,1601.58,64.77,1664.87,255.94,134.25,30.21,91.49,1191.27,217.65,360.95,211.57,148.05,1.33,0.0,562.53,311.41,144.27,106.85,0.0,732.81,112.18,206.06,197.3,123.36,93.91,238.33,27.64,12.27,109.07,89.35,349.8,274.85,1.41,273.44,761.03,322.25,0.0,0.0,438.78,77.13,30.21,6995.67,80.91,4846.9,1499.21,1282.69,216.51,134.25,404.2,30.21,2687.47,1036.71,295.98,56.47,239.51,90.15,105.08,2.38,85.51,141.41,8.17,4.28,303.74,462.5,8705.29,0.0,8705.29,110.55,1628.15,1177.35,5229.6,543.64,4685.96,326.14,993.05,3366.77,Mecklenburg,341060060.0,753991.0,5.0,93631.0,,0.0,NC
2005,Charlotte,342060001.0,626629,1.228914,6713.2,6423.19,1761.28,284.08,1477.2,4661.91,2056.06,1559.34,397.31,327.54,69.76,0.0,6.7,0.0,0.0,63.07,0.0,0.0,25.1,74.32,2605.85,1968.53,85.25,28.69,35.04,1157.14,0.0,236.07,5.49,0.0,0.0,4.84,11.85,304.49,38.87,124.53,637.32,154.39,0.0,2.88,55.39,424.66,131.41,108.36,0.0,0.0,23.05,92.48,66.12,6863.25,6017.09,1814.41,1746.3,189.68,1556.63,68.11,1683.59,240.92,121.55,28.5,90.87,1232.96,209.71,357.11,168.11,187.94,1.06,0.0,552.78,297.93,140.43,114.42,0.0,811.45,24.02,301.96,188.88,204.99,91.6,258.52,23.07,8.97,139.18,87.3,267.0,272.23,1.25,270.98,739.42,380.08,0.0,0.0,359.34,76.72,30.03,6963.11,99.86,4865.79,1570.99,1404.81,166.17,121.55,274.91,30.03,2693.47,1073.65,218.2,53.26,164.94,106.27,63.11,0.08,15.74,238.58,77.93,5.03,348.71,497.34,8980.25,0.0,8980.25,72.22,2107.63,1365.3,5433.25,560.41,4872.84,256.56,969.45,3646.83,Mecklenburg,341060060.0,772949.0,5.0,96223.0,,0.0,NC
2006,Charlotte,342060001.0,645100,1.190511,7386.87,7090.92,1752.78,261.66,1491.12,5338.15,2173.2,1646.97,410.43,333.13,77.3,0.0,6.67,0.0,0.0,70.63,0.0,0.0,24.73,91.07,3164.94,2193.91,88.5,32.6,34.61,1222.29,0.0,297.68,5.54,0.0,0.0,4.24,10.29,350.82,40.33,174.21,971.04,153.16,0.0,2.58,8.15,807.15,152.32,126.95,0.0,0.0,25.37,95.23,48.39,7218.28,6298.84,1861.26,1811.6,188.0,1623.6,49.66,1712.43,216.06,97.69,26.34,92.04,1289.25,207.11,367.3,160.2,205.03,2.07,0.0,563.21,298.48,143.54,121.18,0.0,951.83,22.86,144.5,217.75,474.31,92.41,220.8,21.88,6.62,99.48,92.82,267.07,354.95,1.36,353.59,810.49,241.22,0.0,0.0,569.27,78.58,30.37,7280.96,62.68,5046.54,1741.04,1590.08,150.95,97.69,302.64,30.37,2740.77,1213.68,259.06,50.19,208.87,90.83,57.16,3.43,14.33,77.22,346.53,7.34,357.77,527.36,8673.09,0.0,8673.09,61.08,1211.5,974.42,5706.46,574.94,5131.52,412.03,1011.34,3708.15,Mecklenburg,341060060.0,798701.0,5.0,98736.0,,0.0,NC
2007,Charlotte,342060001.0,669217,1.157542,7597.58,7183.55,1865.74,501.44,1364.3,5317.81,2432.38,1614.39,705.76,602.09,103.67,0.0,6.23,0.0,0.0,97.44,0.0,0.0,23.4,88.83,2885.43,2117.41,96.33,41.83,33.1,1254.31,0.0,320.13,5.32,0.0,0.0,4.34,10.7,291.05,38.76,96.48,768.01,159.01,11.99,2.3,11.05,583.67,201.55,175.77,0.0,0.0,25.78,100.05,112.42,7385.25,6429.57,1787.71,1740.66,163.78,1576.87,47.06,1716.37,118.78,0.0,27.9,90.88,1414.47,183.13,425.62,160.64,263.67,1.31,0.0,599.07,303.64,142.23,153.2,0.0,984.56,29.84,137.91,219.89,504.93,91.98,193.17,24.26,6.71,58.39,103.81,393.07,330.0,1.16,328.84,847.47,334.22,0.0,0.0,513.25,79.77,28.45,7433.77,48.53,5394.91,1501.34,1327.83,173.51,0.0,460.55,28.45,2832.15,1083.71,160.46,21.87,138.59,170.36,55.8,32.87,17.51,72.58,218.05,5.62,350.46,417.64,9566.41,0.0,9566.41,56.51,1790.75,772.86,5765.98,542.56,5223.42,440.17,760.47,4022.78,Mecklenburg,341060060.0,831507.0,5.0,101159.0,,0.0,NC
2008,Charlotte,342060001.0,691568,1.114741,7505.69,7236.17,1821.72,507.38,1314.34,5414.45,2391.05,1593.82,690.13,580.06,110.07,0.0,6.07,0.0,0.0,104.0,0.0,0.0,23.47,83.63,3023.4,2387.16,90.68,39.5,29.99,1461.55,0.0,324.44,5.01,0.0,0.0,4.23,11.55,286.08,36.32,167.3,636.24,181.41,7.63,1.37,34.81,411.02,186.26,156.89,0.0,0.0,29.37,96.78,-13.52,7304.57,6677.68,1824.26,1780.2,158.34,1621.86,44.06,1989.03,115.61,0.0,26.79,88.81,1679.24,194.18,445.37,161.43,283.13,0.81,0.0,587.31,389.26,144.33,53.73,0.0,837.7,36.75,184.51,188.83,338.32,89.29,213.62,25.28,10.18,69.0,109.15,411.02,369.37,1.22,368.15,519.08,182.16,0.0,0.0,336.92,80.1,27.71,7347.87,43.3,5372.59,1465.78,1085.72,380.07,0.0,438.48,27.71,2964.09,1248.72,232.52,12.0,220.52,245.02,60.23,14.92,25.72,120.05,198.04,2.67,349.55,217.06,9671.72,0.0,9671.72,46.36,2719.91,1553.28,4569.1,552.23,4016.87,681.88,553.98,2781.02,Mecklenburg,341060060.0,862177.0,5.0,103816.0,,0.0,NC
2009,Charlotte,342060001.0,709993,1.118721,7498.42,7313.32,1753.75,416.8,1336.94,5559.57,2275.33,1591.16,600.34,472.42,127.93,0.0,9.38,0.0,0.0,118.54,0.0,0.0,22.43,61.4,3284.24,2551.87,89.98,39.08,28.79,1681.16,0.0,299.46,4.7,0.0,0.0,3.85,11.6,295.72,35.23,130.16,732.37,176.4,12.99,0.0,6.64,536.34,179.62,143.18,0.0,0.0,36.45,95.34,-89.86,8225.1,7637.44,2090.89,2045.24,176.28,1868.96,45.65,2380.58,192.28,80.28,20.69,91.31,1992.11,196.19,553.65,182.82,369.47,1.36,0.0,614.06,306.05,145.68,162.33,0.0,962.41,36.88,348.42,187.89,292.18,97.04,230.6,24.66,8.71,83.02,114.21,432.0,373.26,1.21,372.06,478.41,183.56,0.0,0.0,294.86,80.44,28.81,8274.38,49.28,5735.96,1918.05,1514.23,403.82,80.28,462.0,28.81,3269.19,1718.39,413.79,34.85,378.94,277.11,76.18,23.14,26.42,276.35,163.98,12.54,448.88,199.66,8648.54,0.0,8648.54,34.46,2245.21,2065.71,3884.25,480.54,3403.71,653.01,206.87,2543.84,Mecklenburg,341060060.0,887991.0,5.0,107131.0,,0.0,NC
2010,Charlotte,342060001.0,724333,1.100667,7448.0,7078.4,1669.46,390.7,1278.76,5408.94,2175.81,1578.54,519.1,427.57,91.53,0.0,6.71,0.0,0.0,84.82,0.0,0.0,22.39,55.77,3233.13,2516.76,85.33,40.56,24.63,1750.45,0.0,287.1,4.33,0.0,0.0,3.88,12.48,259.97,32.82,80.41,716.37,132.6,5.56,0.0,5.26,572.95,223.15,190.41,0.0,0.0,32.74,88.98,57.47,7353.52,6849.02,1905.92,1863.92,172.18,1691.74,42.0,2403.5,188.86,79.19,22.56,87.11,2014.38,200.26,395.66,157.61,236.82,1.22,0.0,602.35,317.14,151.56,133.66,0.0,697.8,27.64,262.59,182.28,122.11,103.18,168.94,24.46,15.91,29.93,98.64,422.59,252.27,0.99,251.27,399.27,132.01,0.0,0.0,267.25,75.74,29.49,7412.88,59.36,5464.28,1294.09,1135.77,158.32,79.19,486.45,29.49,3138.41,1209.61,338.43,31.41,307.02,240.6,64.26,3.63,16.84,188.13,40.56,8.01,309.17,84.48,8657.42,13.51,8643.91,41.17,3011.72,2590.89,3789.42,448.82,3340.6,493.58,217.44,2629.57,Mecklenburg,341060060.0,908704.0,5.0,110096.0,,0.0,NC
2011,Charlotte,342060001.0,738500,1.066987,7406.41,6967.39,1733.23,445.25,1287.99,5234.16,2079.38,1521.06,484.17,387.9,96.27,0.0,6.72,0.0,0.0,89.55,0.0,0.0,21.59,52.56,3154.77,2591.24,88.51,47.73,21.11,1795.32,0.0,307.65,3.9,0.0,0.0,3.04,14.1,261.99,31.61,85.13,563.53,182.65,4.18,0.0,2.64,374.07,227.95,191.79,0.0,0.0,36.16,87.58,123.5,6830.41,6293.08,1599.9,1569.08,143.97,1425.11,30.82,2371.63,164.31,67.57,14.42,82.32,2030.43,176.89,414.41,183.79,229.68,0.94,0.0,577.46,311.89,143.42,122.15,0.0,592.51,33.48,67.8,202.72,203.92,84.6,136.88,23.7,11.32,15.83,86.04,368.97,231.31,1.01,230.3,434.41,197.33,0.0,0.0,237.07,73.56,29.37,6872.28,41.87,5346.02,972.07,679.52,292.56,67.57,415.39,29.37,3139.32,814.94,146.55,3.44,143.11,190.86,67.63,1.71,23.31,21.92,128.36,3.9,230.7,157.13,7974.02,12.64,7961.38,36.79,156.5,449.29,4209.15,528.6,3680.55,465.84,205.33,3009.39,Mecklenburg,341060060.0,923202.0,5.0,111666.0,,0.0,NC
2012,Charlotte,342060001.0,755807,1.045354,7462.61,7156.28,1590.84,397.96,1192.88,5565.45,2150.16,1564.62,509.38,420.98,88.4,0.0,6.76,0.0,0.0,81.64,0.0,0.0,36.05,40.11,3415.28,2966.6,71.42,35.1,18.99,2133.72,0.0,304.74,3.52,0.0,0.0,2.93,12.76,333.37,30.42,73.71,448.68,58.05,4.59,0.0,5.39,380.64,196.35,159.69,0.0,0.0,36.66,90.41,19.57,7199.46,6629.04,1463.09,1437.43,160.99,1276.44,25.66,2668.99,152.03,59.09,15.4,77.54,2401.92,115.04,403.85,166.07,236.85,0.93,0.0,651.76,386.31,150.82,114.64,0.0,754.74,29.1,87.31,291.63,262.66,84.05,182.73,40.8,17.94,22.25,101.74,422.42,81.45,0.0,81.45,465.51,154.0,0.0,0.0,311.51,74.98,29.93,7239.29,39.83,5741.55,904.72,607.93,296.79,59.09,464.17,29.93,3178.45,772.06,61.21,21.07,40.14,207.55,81.06,0.5,6.59,9.94,160.61,6.11,238.49,132.66,7585.68,0.0,7585.68,35.21,1123.93,858.0,4833.57,492.75,4340.82,784.11,316.14,3240.58,Mecklenburg,341060060.0,944943.0,5.0,115206.0,,0.0,NC
2013,Charlotte,342060001.0,774253,1.030263,7835.11,7456.83,1678.74,423.27,1255.46,5778.09,2162.41,1524.37,564.2,380.49,183.71,0.0,6.82,0.0,60.87,116.02,0.0,0.0,40.14,33.71,3615.68,3160.09,71.93,37.6,17.65,2261.09,0.0,324.51,3.11,0.0,0.37,41.87,13.46,337.72,28.43,77.6,455.59,38.06,4.61,0.04,10.23,402.65,198.05,159.3,0.0,0.0,38.75,91.76,88.47,7624.59,7074.09,1553.13,1526.63,170.65,1355.98,26.5,2867.35,155.83,59.84,15.4,80.6,2506.79,204.73,425.04,167.13,251.77,6.14,0.0,671.62,399.81,156.85,114.95,0.0,850.86,25.1,160.73,312.7,271.12,81.21,188.14,40.58,22.54,12.66,112.35,414.39,103.56,0.0,103.56,445.32,137.96,0.0,0.0,307.36,75.18,30.01,7660.78,36.19,5974.44,1110.22,781.46,328.76,59.84,450.09,30.01,3297.64,943.78,115.31,23.67,91.65,224.42,90.13,0.0,5.81,4.72,181.38,7.37,314.64,166.44,8513.59,1.33,8512.26,33.68,1191.77,1154.54,4804.01,525.93,4278.08,898.4,349.26,3030.43,Mecklenburg,341060060.0,968204.0,5.0,118443.0,,0.0,NC
